,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
1,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
2,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
3,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
4,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
5,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
6,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
7,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
8,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
9,1.0,1.0200319999998408,1.0402560000273884,1.060864005076535,1.0820481178711179,1.104001227489301,1.126920002787593,1.1510141792333914,1.1765294835621785,1.2037955683014399,1.2333141173862767,1.2659043108109964,1.3029208860131747,1.3465512049954438,1.400178587535971,1.4687660882330005,1.5591647716012382,1.6801818717413406,1.8421587449896264,2.0557135094060897,2.32921464881154,2.664498336514167,3.050370514243708,3.4536161664939256,3.8076768381134034,3.9999999999999907,3.890142835648029,3.540328021870293,3.1005602684034494,2.794399685051487,2.88066248689263,3.5580179484701504,4.77747417895309,5.913153807619443,5.222581135127345,-0.9971861751774763,-19.683178411440554,-62.876034292300446,-150.40258536931813,-313.65232260009117,-600.8073698237553,-1083.9824636775747,-1868.8497431379035,-3107.4667421977156,-5015.199267940251,-7892.838860260564,-12155.262976744923,-18368.281387211555,-27295.66178672155,-39958.73954450975
